Indice|Categoria|Marca|Descripcion|Precio
46|medicamentos|Exelon|Exelon 10 X30 Pche.|$89.999
47|medicamentos|Ebantina|Ebantina (B) 10mg X30 Com.Rec.|$20.999
48|medicamentos|Ebantina|Ebantina (B) 10mg X60 Com.Rec.|$32.299
49|medicamentos|Exforge D|Exforge D 5/160/12.5 X28 Com.Rec.|$51.999
50|medicamentos|Exforge D|Exforge D 10/160/12.5 X28 Com.Rec.|$38.999
51|medicamentos|Tareg D|Tareg D 160/25 X56 Com.Rec.|$54.899
52|medicamentos|Exforge|Exforge 10/160 X56 Com.Rec.|$60.499
53|medicamentos|Corentel|Corentel 10 10mg X30 Com.Rec.|$25.499
54|medicamentos|Corentel|Corentel H 5/6.25 X30 Com.Rec.|$19.199
55|medicamentos|VALAPLAX D|Valaplex D 160/12.5 X30 Com.Rec.|$15.999
56|medicamentos|VALAPLEX D|Valaplex D Fte.160/25 X30 Com.Rec.|$15.999
57|medicamentos|Diavital |Diavital Lactasa X 6 Cp|$1.599
58|medicamentos|Biretix|Duo Anti Imperfecciones X 30 Ml|$20.099
59|medicamentos|Valax- D|Valsartán 80 Mg/ Hidroclorotiazida 12,5 Mg|$14.299
60|medicamentos|Valaxam|Valsartán 80 Mg/ Amlodipino|$26.999
61|medicamentos|Valaxam- D|Valsartán 160 Mg/ Amlodipino 10 Mg/ Hidroclorotiazida 12,5 Mg|$26.999
62|medicamentos|Valax|Valsartán 80 Mg|$14.299
63|medicamentos|ALLERGIKA |Crema Suave De Manos |$9.099
64|medicamentos|Valax- D|Valsartán 160 Mg/ Hidroclorotiazida 12,5 Mg|$14.499
65|medicamentos|Valaxam|Valsartán 160 Mg/ Amlodipino 5 Mg|$29.699
66|medicamentos|Quetex|Quetex Xr 200x30|$45.599
67|medicamentos|Quetex|Quetex Xr 50x30|$35.099
68|medicamentos|Quetex|Quetex Xr 150x30|$42.999
69|medicamentos|Quetex|Quetex Ir 100x30|$23.199
70|medicamentos|Quetex|Quetex Ir 200x30|$42.799
71|medicamentos|Quetex|Quetex Ir 25x30|$15.099
72|medicamentos|Arizol|Arizol 5mg X 28|$29.099
73|medicamentos|Arizol|Arizol 10mg X 28|$39.099
74|medicamentos|Arizol|Arizol 15mg X 28|$56.599
75|medicamentos|Arizol|Arizol 30mg X 28|$66.099
76|medicamentos|Novalif|Novalif|$19.999
77|medicamentos|Clarimir|Nafazolina 0.012% Sof.|$2.590
78|medicamentos|Doxium|Calcio 500 Mg Oral Solido|$35.499
79|medicamentos|Ilimit|Aripiprazol 10 Mg Oral Solido|$57.999
80|medicamentos|Alexia Forte|Fexofenadina 180 Mg Oral Solido|$27.899
81|medicamentos|Fibrox|Ciclobenzaprina 20 Mg Oral Solido|$6.599
82|medicamentos|Levogastrol|Levosulpirida 25 Mg Oral Solido|$24.199
83|medicamentos|Reax|Rupatadina 10 Mg Oral Solido|$11.499
84|medicamentos|Metronidazol|Metronidazol 500 Mg Ovulo|$2.299
85|medicamentos|Fragmin|Dalteparina 2.500 Ui/0.2 Ml Inyectable|$8.299
86|medicamentos|Trayenta Duo|Linagliptina 2.5 Mg / Metformina 850 Mg Oral Solido|$41.699
87|medicamentos|Hormogel|Estradiol 0.1% Topico Semisolido|$13.999
88|medicamentos|Fucidin|Acido Fusidico 2% Topico Semisolido|$22.999
89|medicamentos|Ramipres|Ramipril 5 Mg Oral Solido|$24.999
90|medicamentos|T4-Bago|Levotiroxina 75 Mcg Oral Solido|$7.499
91|medicamentos|Clexane Safety Lock |Enoxaparina 20 Mg/0.2 Ml Inyectable|$42.999
92|medicamentos|Gotas Otologicas|Haloperidol 2 Mg/Ml Oral Gtas.|$20.999
93|medicamentos|Cassara|Clindamicina 1% Topico Semisolido|$18.399
94|medicamentos|Herceptin|Trastuzumab 440 Mg Infusion I.V.|$2.156.199
95|medicamentos|Hidrium|Amilorida 5 Mg / Furosemida 40 Mg Oral Solido|$12.499
96|medicamentos|Gotely Duo|Dutasterida 0.5 Mg / Tamsulosina 0.4 Mg Oral Solido|$26.999
97|medicamentos|Geser|Cinacalcet 60 Mg Oral Solido|$151.799
98|medicamentos|Noxafil|Posaconazol 40 Mg/Ml Oral Liquido|$569.499
99|medicamentos|Cardura|Doxazosina 2 Mg Oral Solido|$40.499
0|medicamentos|Arnikaderm|Arnica 10% Topico Semisolido|$8.999
1|medicamentos|Medicasp|Ketoconazol 1% Sh.|$9.499
2|medicamentos|Loceryl|Amorolfina 5% Topico Líquido|$25.499
3|medicamentos|Bion Transit|Alimento Con Probióticos|$18.099
4|medicamentos|Oscillococcinum|Anaes Barbarie 1 Ml/100 G Oral Solido|$6.799
5|medicamentos|Cotibin|Antigripal Noche Oral Polvo Solido|$990
6|medicamentos|Cotibin|Antigripal Dia Oral Polvo Solido|$990
7|medicamentos|Sevedol|Acido Acetilsalicilico / Cafeina / Paracetamol Oral Solido|$3.495
8|medicamentos|Dirtop|Sildenafil 50 Mg Oral Solido|$1.499
9|medicamentos|Dirtop|Sildenafil 50 Mg Oral Solido|$11.799
10|medicamentos|Dirtop|Sildenafil 50 Mg Oral Solido|$14.499
11|medicamentos|Naspira|Aspirador Nasal Oral Para Niños Y Bebés |$12.999
12|medicamentos|Kitadol Forte|Paracetamol Oral Solido|$1.899
13|medicamentos|Arthrozeel|Antiartritico Homeopatico Oral Solido|$13.499
14|medicamentos|Gastricumeel|Trat.Gastritis Meteorismo Pirosis Homeopatico Oral Solido|$17.599
15|medicamentos|Lymphomyosot|Regulador Linfatico Homeopatico Oral Gtas.|$18.199
16|medicamentos|Gaviscon|Antiacidos Oral Solido|$3.699
17|medicamentos|Gaviscon|Antiacidos Oral Solido|$3.399
18|medicamentos|Aloelax|Tratamiento Laxante De 24 Cápsulas|$7.499
19|medicamentos|Ibuprofeno|Ibuprofeno 100 Mg/5 Ml Oral Liquido|$2.599
20|medicamentos|Vintix|Antidiarréico De 250mg De 10 Unidades|$9.999
21|medicamentos|Launol|Shampoo 120ml      |$6.999
22|medicamentos|Latisse|Bimatoprost 0.03% Topico Oft.Liquido|$55.499
23|medicamentos|Ibupirac|Ibuprofeno 600 Mg Oral Solido|$7.299
24|medicamentos|Egogyn|Vitamina E 400 Ui Oral Solido|$4.599
25|medicamentos|Egogyn|Vitamina E 1000 Ui Oral Solido|$10.999
26|medicamentos|Microdacyn|Antisepticos Calmantes Top.Liquido|$6.999
27|medicamentos|Biogaia Probioticos|Probioticos Flora Intestinal Oral Gtas|$22.999
28|medicamentos|Xaluron Procto|Xaluron Procto|$9.899
29|medicamentos|Allergika| Loción Corporal Lipolotio Sensitive|$16.599
30|medicamentos|Allergika| Hidrotolio Corporal Sensitive|$15.599
31|medicamentos|Allergika|Crema Contorno De Ojos|$18.099
32|medicamentos|Pasurta|Solución Inyectable 70 Mg/1m L|$202.499
33|medicamentos|DENTOXOL|Dentoxol|$108.099
34|medicamentos|ETEROVAL |Eteroval 12 O Mg|$12.299
35|medicamentos|HELVECIA PHARMA|Karga B12|$21.899
36|medicamentos|ABECIDIN|Abecidin Acd Gtas.X30ml|$7.299
37|medicamentos|BLEPHADEMODEX|Blephademodex |$22.999
38|medicamentos|Gmate|Monitor Ios|$28.999
39|medicamentos|Endometrin|Endometrin 100mg X21 Com|$34.999
40|medicamentos|SIMILASAN|Optidry|$7.499
41|medicamentos|SIMILASAN|Optipink|$7.499
42|medicamentos|SIMILASAN|Allergy|$7.499
43|medicamentos|Aspen|Tabletas Antiacidas Phillips|$3.099
44|medicamentos|Cerciora T|Cerciora T (B) 1.5mg X1 Com.|$16.999
45|medicamentos|Neuropron|Neuropron Ft 20 Mg X30 Com.Buc.|$50.999
46|medicamentos|Exelon|Exelon 10 X30 Pche.|$89.999
47|medicamentos|Ebantina|Ebantina (B) 10mg X30 Com.Rec.|$20.999
48|medicamentos|Ebantina|Ebantina (B) 10mg X60 Com.Rec.|$32.299
49|medicamentos|Exforge D|Exforge D 5/160/12.5 X28 Com.Rec.|$51.999
50|medicamentos|Exforge D|Exforge D 10/160/12.5 X28 Com.Rec.|$38.999
51|medicamentos|Tareg D|Tareg D 160/25 X56 Com.Rec.|$54.899
52|medicamentos|Exforge|Exforge 10/160 X56 Com.Rec.|$60.499
53|medicamentos|Corentel|Corentel 10 10mg X30 Com.Rec.|$25.499
54|medicamentos|Corentel|Corentel H 5/6.25 X30 Com.Rec.|$19.199
55|medicamentos|VALAPLAX D|Valaplex D 160/12.5 X30 Com.Rec.|$15.999
56|medicamentos|VALAPLEX D|Valaplex D Fte.160/25 X30 Com.Rec.|$15.999
57|medicamentos|Diavital |Diavital Lactasa X 6 Cp|$1.599
58|medicamentos|Biretix|Duo Anti Imperfecciones X 30 Ml|$20.099
59|medicamentos|Valax- D|Valsartán 80 Mg/ Hidroclorotiazida 12,5 Mg|$14.299
60|medicamentos|Valaxam|Valsartán 80 Mg/ Amlodipino|$26.999
61|medicamentos|Valaxam- D|Valsartán 160 Mg/ Amlodipino 10 Mg/ Hidroclorotiazida 12,5 Mg|$26.999
62|medicamentos|Valax|Valsartán 80 Mg|$14.299
63|medicamentos|ALLERGIKA |Crema Suave De Manos |$9.099
64|medicamentos|Valax- D|Valsartán 160 Mg/ Hidroclorotiazida 12,5 Mg|$14.499
65|medicamentos|Valaxam|Valsartán 160 Mg/ Amlodipino 5 Mg|$29.699
66|medicamentos|Quetex|Quetex Xr 200x30|$45.599
67|medicamentos|Quetex|Quetex Xr 50x30|$35.099
68|medicamentos|Quetex|Quetex Xr 150x30|$42.999
69|medicamentos|Quetex|Quetex Ir 100x30|$23.199
70|medicamentos|Quetex|Quetex Ir 200x30|$42.799
71|medicamentos|Quetex|Quetex Ir 25x30|$15.099
72|medicamentos|Arizol|Arizol 5mg X 28|$29.099
73|medicamentos|Arizol|Arizol 10mg X 28|$39.099
74|medicamentos|Arizol|Arizol 15mg X 28|$56.599
75|medicamentos|Arizol|Arizol 30mg X 28|$66.099
76|medicamentos|Novalif|Novalif|$19.999
77|medicamentos|Novotears|Nafazolina 0.012% Sof.|$5.499
78|medicamentos|Meticel Ofteno|Hipromelosa 0.5% Colirio|$7.199
79|medicamentos|Supradyn|Minerales Vitaminas Oral Solido|$11.999
80|medicamentos|Ilimit|Aripiprazol 10 Mg Oral Solido|$57.999
81|medicamentos|Lowden|Atorvastatina 20 Mg Oral Solido|$28.899
82|medicamentos|Hipoge U|Hidrocortisona 1% Topico Semisolido|$10.499
83|medicamentos|Arcoxia|Etoricoxib 90 Mg Oral Solido|$18.999
84|medicamentos|Mucivil|Terbinafina 250 Mg Oral Solido|$9.999
85|medicamentos|Pluriamin|Doxilamina 10 Mg / Vitamina B6 10 Mg Ora Solido|$19.999
86|medicamentos|Vytorin|Ezetimiba 10 Mg / Simvastatina 20 Mg Oral Solido|$47.499
87|medicamentos|Artren|Diclofenaco Potasico 15 Mg/Ml Oral Gtas.|$15.699
88|medicamentos|Noscapina |Noscapina 20 Mg Oral Solido|$1.999
89|medicamentos|Venofer|Hierro 100 Mg/5 Ml Inyectable|$119.999
90|medicamentos|Requip|Ropinirol 4 Mg Oral Solido|$49.999
91|medicamentos|Degraler Plus|Levocetirizina 5 Mg Oral Solido|$15.499
92|medicamentos|Jakavi|Ruxolitinib 20 Mg Oral Solido|$3.518.599
93|medicamentos|Duotrav|Timolol 0.5% / Travoprost 0.004% Colirio|$37.999
94|medicamentos|Hidrasec Pediatrico|Racecadotrilo 10 Mg Oral Polvo Solido|$12.999
95|medicamentos|Stivarga|Regorafenib 40 Mg Oral Solido|$3.988.199
96|medicamentos|Prograf|Tacrolimus 1 Mg Oral Solido|$168.499
97|medicamentos|Decapeptyl|Triptorelina 3.75 Mg Inyectable|$129.999
98|medicamentos|Geser|Cinacalcet 60 Mg Oral Solido|$151.799
99|medicamentos|Cardura|Doxazosina 2 Mg Oral Solido|$40.499
0|medicamentos|Caristop|Crema Dental Caristop 0.25% Fluorada|$9.999
1|medicamentos|Novotears|Nafazolina 0.012% Sof.|$5.499
2|medicamentos|Ciruelax|Laxante Sen Glucosidos Jalea|$6.999
3|medicamentos|Frenaler D|Loratadina 2.5 Mg/5 Ml / Pseudoefedrina 15 Mg/5 Ml Oral Liquido|$14.499
4|medicamentos|Vexa|Drospirenona 3 Mg / Etinilestradiol 0.02 Mg Oral Solido|$17.499
5|medicamentos|Clarimir|Nafazolina 0.012% Sof.|$2.590
6|medicamentos|Meticel Ofteno|Hipromelosa 0.5% Colirio|$7.199
7|medicamentos|Systane Ultra 10 ml|Polietilenglicol 400 0.4% / Propilenglicol 0.3% Colirio|$16.499
8|medicamentos|Elcal D Forte|Calcio 450 Mg / Vitamina D3 175 Ui Oral Solido|$11.499
9|medicamentos|Calcimax|Calcio 315 Mg / Vitamina D3 400 Ui Oral Solido|$9.499
10|medicamentos|Hiperflex|Condroitina 1200 Mg / Glucosamina 1500 Mg Oral Polvo Solido|$43.099
11|medicamentos|Salcobrand|óxido De Zinc|$1.799
12|medicamentos|Supradyn|Minerales Vitaminas Oral Solido|$11.999
13|medicamentos|Broncho Vaxon|Haemophilus Influenzae 7 Mg Oral Solido|$25.999
14|medicamentos|Doxium|Calcio 500 Mg Oral Solido|$45.999
15|medicamentos|Progynova|Estradiol 2 Mg Oral Solido|$18.199
16|medicamentos|Plutos|Bromhexina 2 Mg/5 Ml / Clofedanol 12.5 Mg/5 Ml Oral Liquido|$4.599
17|medicamentos|Ilimit|Aripiprazol 10 Mg Oral Solido|$57.999
18|medicamentos|Cheltin|Hierro 100 Mg/5 Ml Inyectable|$20.999
19|medicamentos|Mupax|Mupirocina 2% Topico Semisolido|$14.499
20|medicamentos|Jolian|Dienogest 2 Mg/ Estradiol 1 Mg Oral Solido|$14.499
21|medicamentos|Lowden|Atorvastatina 20 Mg Oral Solido|$28.899
22|medicamentos|Idon Pediatrico|Domperidona 5 Mg/5 Ml Oral Liquido|$14.499
23|medicamentos|Alexia Forte|Fexofenadina 180 Mg Oral Solido|$27.899
24|medicamentos|Gesix|Celecoxib 200 Mg Oral Solido|$23.499
25|medicamentos|Fibrox|Ciclobenzaprina 20 Mg Oral Solido|$16.999
26|medicamentos|Hipoge U|Hidrocortisona 1% Topico Semisolido|$10.499
27|medicamentos|Pro-Lertus|Diclofenaco Sodico 75 Mg Oral Solido|$7.999
28|medicamentos|Levogastrol|Levosulpirida 25 Mg Oral Solido|$24.199
29|medicamentos|Arcoxia|Etoricoxib 90 Mg Oral Solido|$18.999
30|medicamentos|Kalitium|Litio Carbonato 300 Mg Oral Solido|$9.899
31|medicamentos|Tri-Luma|Fluocinolona Acetonido 0.01 G/100 G / Hidroquinona 4 G/100 G / Tretinoina 0.05 G/100 G Topico Semisolido|$36.399
32|medicamentos|Mucivil|Terbinafina 250 Mg Oral Solido|$9.999
33|medicamentos|Dolomerpal|Diclofenaco Sod.50 Mg / Vit.B1.B6.B12 Oral Solido|$11.999
34|medicamentos|Disven|Dienogest 2 Mg Oral Solido|$23.499
35|medicamentos|Quetidin|Quetiapina 200 Mg Oral Solido|$55.899
36|medicamentos|Reax|Rupatadina 10 Mg Oral Solido|$11.499
37|medicamentos|Rinofilax|Desloratadina 2.5 Mg/5 Ml Oral Liquido|$10.999
38|medicamentos|Pluriamin|Doxilamina 10 Mg / Vitamina B6 10 Mg Ora Solido|$19.999
39|medicamentos|Ciclobenzaprina|Ciclobenzaprina 10 Mg Oral Solido|$2.099
40|medicamentos|Metronidazol|Metronidazol 500 Mg Ovulo|$2.299
41|medicamentos|Vytorin|Ezetimiba 10 Mg / Simvastatina 20 Mg Oral Solido|$47.499
42|medicamentos|Nocof|Levodropropizina 60 Mg/10 Ml Oral Liquido|$9.599
43|medicamentos|Pedialyte 45|Solucion Rehidratante Oral Liquido|$3.999
44|medicamentos|Artren|Diclofenaco Potasico 15 Mg/Ml Oral Gtas.|$15.699
45|medicamentos|Fragmin|Dalteparina 5.000 Ui/0.2 Ml Inyectable|$20.599
46|medicamentos|Blaxitec|Bilastina 20 Mg Oral Solido|$16.799
47|medicamentos|Trayenta Duo|Linagliptina 2.5 Mg / Metformina 850 Mg Oral Solido|$41.699
48|medicamentos|Viagra|Sildenafil 50 Mg Oral Solido|$46.499
49|medicamentos|Viagra|Sildenafil 100 Mg Oral Solido|$17.999
50|medicamentos|Noscapina |Noscapina 20 Mg Oral Solido|$1.999
51|medicamentos|Activelle|Estradiol 1 Mg / Noretisterona 0.5 Mg Oral Solido|$30.999
52|medicamentos|Micoderm|Sertaconazol 2% Topico Semisolido|$17.499
53|medicamentos|Venofer|Hierro 100 Mg/5 Ml Inyectable|$119.999
54|medicamentos|Num-Zit|Zinc 10 Mg Oral Solido|$11.099
55|medicamentos|Lamictal|Lamotrigina 25 Mg Oral Solido|$24.199
56|medicamentos|Requip|Ropinirol 4 Mg Oral Solido|$49.999
57|medicamentos|Fucidin|Acido Fusidico 2% Topico Semisolido|$22.999
58|medicamentos|Brilinta|Ticagrelor 90 Mg Oral Solido|$43.499
59|medicamentos|Ramipres|Ramipril 5 Mg Oral Solido|$24.999
60|medicamentos|Oxilin|Oximetazolina 0.05% Nasal Spray|$11.499
61|medicamentos|Degraler Plus|Levocetirizina 5 Mg Oral Solido|$15.499
62|medicamentos|T4-Bago|Levotiroxina 75 Mcg Oral Solido|$7.499
63|medicamentos|Tareg|Valsartan 320 Mg Oral Solido|$37.099
64|medicamentos|Jakavi|Ruxolitinib 20 Mg Oral Solido|$3.518.599
65|medicamentos|Ultibro|Glicopirronio 50 Mcg / Indacaterol 110 Mcg Inh.|$59.999
66|medicamentos|Lioresyl|Baclofeno 10 Mg Oral Solido|$65.999
67|medicamentos|Duotrav|Timolol 0.5% / Travoprost 0.004% Colirio|$37.999
68|medicamentos|Clexane Safety Lock |Enoxaparina 20 Mg/0.2 Ml Inyectable|$42.999
69|medicamentos|Zyprexa|Olanzapina 10 Mg Oral Solido|$120.999
70|medicamentos|Gotas Otologicas|Haloperidol 2 Mg/Ml Oral Gtas.|$20.999
71|medicamentos|Salofalk|Mesalazina 1500 Mg Oral Solido|$100.499
72|medicamentos|Hidrasec Pediatrico|Racecadotrilo 10 Mg Oral Polvo Solido|$12.999
73|medicamentos|Cassara|Clindamicina 1% Topico Semisolido|$18.399
74|medicamentos|Viramune|Nevirapina 200 Mg Oral Solido|$239.099
75|medicamentos|Stivarga|Regorafenib 40 Mg Oral Solido|$3.988.199
76|medicamentos|Pervioral|Valaciclovir 500 Mg Oral Solido|$18.899
77|medicamentos|Trandate|Labetalol 200 Mg Oral Solido|$48.799
78|medicamentos|Prograf|Tacrolimus 1 Mg Oral Solido|$168.499
79|medicamentos|Herceptin|Trastuzumab 440 Mg Infusion I.V.|$2.156.199
80|medicamentos|Clavinex Duo|Acido Clavulanico 57 Mg/5 Ml / Amoxicilina 400 Mg/5 Ml Oral Liquido|$13.499
81|medicamentos|Trex|Azitromicina 400 Mg/5 Ml Oral Liquido|$17.999
82|medicamentos|Hidrium|Amilorida 5 Mg / Furosemida 40 Mg Oral Solido|$12.499
83|medicamentos|Lifter|Sildenafil 50 Mg Oral Solido|$1.599
84|medicamentos|Decapeptyl|Triptorelina 3.75 Mg Inyectable|$129.999
85|medicamentos|Gotely Duo|Dutasterida 0.5 Mg / Tamsulosina 0.4 Mg Oral Solido|$26.999
86|medicamentos|Avixis|Alfatradiol 0.025% Topico Liquido|$29.099
87|medicamentos|Acerdil|Lisinopril 10 Mg Oral Solido|$24.999
88|medicamentos|Vadiral|Valaciclovir 1 G Oral Solido|$24.999
89|medicamentos|Kopodex|Levetiracetam 500 Mg Oral Solido|$26.099
90|medicamentos|Geser|Cinacalcet 60 Mg Oral Solido|$151.799
91|medicamentos|Tamsulosina|Tamsulosina 0.4 Mg Oral Solido|$10.999
92|medicamentos|Noxafil|Posaconazol 40 Mg/Ml Oral Liquido|$569.499
93|medicamentos|Equoral|Ciclosporina 25 Mg Oral Solido|$38.999
94|medicamentos|Triplenex|Bimatoprost 0.01% / Brimonidina 0.15% / Timolol 0.683% Colirio|$45.999
95|medicamentos|Rapamune|Sirolimus 0.5 Mg Oral Solido|$225.499
96|medicamentos|Cardura|Doxazosina 2 Mg Oral Solido|$40.499
97|medicamentos|ALLERGIKA | Shampoo Suave Urea 5%|$13.099
98|medicamentos|SYNTHON                             |Haloperidol (B) 1mg X30 Com.|$4.999
99|medicamentos|VALMA                               |ác. Ascorbico 100 Mg X 100 Comp. |$1.199
0|medicamentos|Supradyn|Minerales Vitaminas Oral Solido|$7.599
1|medicamentos|Tapsin|Antigripal Dia Oral Polvo Solido|$599
2|medicamentos|Nolais|Permetrina 1 G/100 Ml Sh.|$3.799
3|medicamentos|Ciruelax|Laxante Sen Glucosidos Oral Solido|$8.499
4|medicamentos|Gastride|Lansoprazol 30 Mg Oral Solido|$19.999
5|medicamentos|Vexa|Drospirenona 3 Mg / Etinilestradiol 0.03 Mg Oral Solido|$17.999
6|medicamentos|Genéricos|Clotrimazol 1% En Crema|$1.399
7|medicamentos|Naphtears|Nafazolina 0.012% Sof.|$8.999
8|medicamentos|Tapsin Mujer|Mepiramina 15 Mg / Pamabron 25 Mg / Paracetamol 500 Mg Oral Solido|$1.599
9|medicamentos|Elcal D|Calcio 500 Mg / Vitamina D3 800 Ui Oral Solido|$13.999
10|medicamentos|Calcimax|Calcio 315 Mg / Vitamina D3 400 Ui Oral Solido|$12.399
11|medicamentos|Clotrimin|Clotrimazol 1% Topico Liquido|$4.799
12|medicamentos|Salcobrand|óxido De Zinc|$1.799
13|medicamentos|Flanax|Naproxeno 550 Mg Oral Solido|$9.399
14|medicamentos|Broncho Vaxon Pediatrico|Haemophilus Influenzae 3.5 Mg Oral Polvo Solido|$49.999
15|medicamentos|Doxium|Calcio 500 Mg Oral Solido|$45.999
16|medicamentos|Xarelto|Rivaroxaban 20 Mg Oral Solido|$75.499
17|medicamentos|Fesanil|Levodropropizina 60 Mg/10 Ml Oral Liquido|$8.699
18|medicamentos|Ilimit|Aripiprazol 15 Mg Oral Solido|$76.599
19|medicamentos|Sulpiviol|Sulpirida 50 Mg Oral Solido|$10.499
20|medicamentos|Hepta|Epoetina Alfa 2000 Ui/Ml Inyectable|$6.499
21|medicamentos|Mupax|Mupirocina 2% Topico Semisolido|$14.499
22|medicamentos|Finex|Terbinafina 250 Mg Oral Solido|$18.599
23|medicamentos|Lowden|Atorvastatina 10 Mg Oral Solido|$32.499
24|medicamentos|Itan|Metoclopramida 10 Mg Oral Solido|$9.699
25|medicamentos|Alexia-D|Fexofenadina 60 Mg / Pseudoefedrina 120 Mg Oral Solido|$25.499
26|medicamentos|Dolo-Drops|Diclofenaco Potasico 15 Mg/Ml Oral Gtas.|$9.999
27|medicamentos|Altazinc|Zinc 2.5 Mg/5 Ml Oral Liquido|$14.899
28|medicamentos|Miafem|Drospirenona 3 Mg / Etinilestradiol 0.03 Mg Oral Solido|$20.099
29|medicamentos|Dolgenal SL|Ketorolaco 30 Mg Oral Solido|$10.599
30|medicamentos|Mecolzine|Mesalazina 500 Mg Oral Solido|$69.299
31|medicamentos|Arcoxia|Etoricoxib 120 Mg Oral Solido|$17.999
32|medicamentos|Kalitium|Litio Carbonato 450 Mg Oral Solido|$10.999
33|medicamentos|Soolantra|Ivermectina 1% Cr.Topico |$33.299
34|medicamentos|Mucivil|Terbinafina 1% Topico Liquido|$7.999
35|medicamentos|Novadrel|Betametasona 0.05% / Clotrimazol 1% Topico Semisolido|$9.999
36|medicamentos|Acotol|Dienogest 2 Mg / Etinilestradiol 0.03 Mg Oral Solido|$15.599
37|medicamentos|Azymol|Aripiprazol 15 Mg Oral Solido|$72.499
38|medicamentos|Congestex|Antigripal Oral Liquido|$10.499
39|medicamentos|Fexurix|Febuxostat 40 Mg Oral Solido|$13.999
40|medicamentos|Clorfenamina|Clorfenamina 4 Mg Oral Solido|$699
41|medicamentos|Nistatina|Nistatina 100.000 Ui/G Topico Semisolido|$1.999
42|medicamentos|Vytorin|Ezetimiba 10 Mg / Simvastatina 10 Mg Oral Solido|$46.499
43|medicamentos|Perebron|Oxolamina 50 Mg/5 Ml Oral Liquido|$5.999
44|medicamentos|Pedialyte 45|Solucion Rehidratante Oral Liquido|$5.299
45|medicamentos|Zeldox|Ziprasidona 40 Mg Oral Solido|$81.499
46|medicamentos|Feldene Flash|Piroxicam 20 Mg Oral Solido|$16.999
